ID,Description,source,Ratio,BgRatio,pvalue,FDR,disease_class,disease_class_name,disease_semantic_type,shared_geneid,shared_symbol,Count,gg,sig
C3850148,Vascular Remodeling,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C23,"Pathological Conditions, Signs and Symptoms",Organ or Tissue Function,94,ACVRL1,1,0.004081632653061225,FALSE
C3852953,Pulmonary Arterial Remodeling,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C23,"Pathological Conditions, Signs and Symptoms",Organ or Tissue Function,94,ACVRL1,1,0.004081632653061225,FALSE
C3887485,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,NA,NA,Finding,2099,ESR1,1,0.004081632653061225,FALSE
C4551595,"Biliary Cirrhosis, Primary, 1",CURATED,3/213,42/9703,0.06413612703427583,0.11112599020526158,C06;C23,"Digestive System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,5970;7297;1432,RELA;TYK2;MAPK14,3,0.012244897959183673,FALSE
C4551624,Idiopathic basal ganglia calcification 1,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C18,Nervous System Diseases;Nutritional and Metabolic Diseases,Disease or Syndrome,5159,PDGFRB,1,0.004081632653061225,FALSE
C4551861,"Telangiectasia, Hereditary Hemorrhagic, Type 1",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C15;C16,"Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,94,ACVRL1,1,0.004081632653061225,FALSE
C4721508,Hamman-Rich Disease,CURATED,2/213,19/9703,0.0642420765662896,0.11112599020526158,C08,Respiratory Tract Diseases,Disease or Syndrome,2099;6774,ESR1;STAT3,2,0.00816326530612245,FALSE
C4721509,Usual Interstitial Pneumonia,CURATED,2/213,19/9703,0.0642420765662896,0.11112599020526158,C08,Respiratory Tract Diseases,Disease or Syndrome,2099;6774,ESR1;STAT3,2,0.00816326530612245,FALSE
C0033141,"Cardiomyopathies, Primary",CURATED,4/213,69/9703,0.06479471405074427,0.11139176372979016,C14,Cardiovascular Diseases,Disease or Syndrome,6774;154;3082;1432,STAT3;ADRB2;HGF;MAPK14,4,0.0163265306122449,FALSE
C0036529,"Myocardial Diseases, Secondary",CURATED,4/213,69/9703,0.06479471405074427,0.11139176372979016,C14,Cardiovascular Diseases,Disease or Syndrome,6774;154;3082;1432,STAT3;ADRB2;HGF;MAPK14,4,0.0163265306122449,FALSE
C0349204,Nonorganic psychosis,CURATED,4/213,69/9703,0.06479471405074427,0.11139176372979016,F03,Mental Disorders,Mental or Behavioral Dysfunction,2263;3066;3757;3361,FGFR2;HDAC2;KCNH2;HTR5A,4,0.0163265306122449,FALSE
C0011265,Presenile dementia,CURATED,5/213,99/9703,0.06661331179972782,0.11391228769138641,C10;F03,Nervous System Diseases;Mental Disorders,Mental or Behavioral Dysfunction,2932;2099;7422;627;2041,GSK3B;ESR1;VEGFA;BDNF;EPHA1,5,0.02040816326530612,FALSE
C0494463,"Alzheimer Disease, Late Onset",CURATED,5/213,99/9703,0.06661331179972782,0.11391228769138641,C10;F03,Nervous System Diseases;Mental Disorders,Mental or Behavioral Dysfunction,2932;2099;7422;627;2041,GSK3B;ESR1;VEGFA;BDNF;EPHA1,5,0.02040816326530612,FALSE
C0546126,Acute Confusional Senile Dementia,CURATED,5/213,99/9703,0.06661331179972782,0.11391228769138641,C10;F03,Nervous System Diseases;Mental Disorders,Mental or Behavioral Dysfunction,2932;2099;7422;627;2041,GSK3B;ESR1;VEGFA;BDNF;EPHA1,5,0.02040816326530612,FALSE
C0750900,"Alzheimer's Disease, Focal Onset",CURATED,5/213,99/9703,0.06661331179972782,0.11391228769138641,C10;F03,Nervous System Diseases;Mental Disorders,Mental or Behavioral Dysfunction,2932;2099;7422;627;2041,GSK3B;ESR1;VEGFA;BDNF;EPHA1,5,0.02040816326530612,FALSE
C0750901,"Alzheimer Disease, Early Onset",CURATED,5/213,99/9703,0.06661331179972782,0.11391228769138641,C10;F03,Nervous System Diseases;Mental Disorders,Disease or Syndrome,2932;2099;7422;627;2041,GSK3B;ESR1;VEGFA;BDNF;EPHA1,5,0.02040816326530612,FALSE
C0030297,Pancreatic Neoplasm,CURATED,5/213,100/9703,0.06892907431884528,0.1176234256591911,C04;C06;C19,Neoplasms;Digestive System Diseases;Endocrine System Diseases,Neoplastic Process,5728;1956;3791;6774;558,PTEN;EGFR;KDR;STAT3;AXL,5,0.02040816326530612,FALSE
C0276496,Familial Alzheimer Disease (FAD),CURATED,5/213,100/9703,0.06892907431884528,0.1176234256591911,C10;F03,Nervous System Diseases;Mental Disorders,Disease or Syndrome,2932;2099;7422;627;2041,GSK3B;ESR1;VEGFA;BDNF;EPHA1,5,0.02040816326530612,FALSE
C4721952,Familial Idiopathic Pulmonary Fibrosis,CURATED,2/213,20/9703,0.0703766897890945,0.11996701550546068,C08,Respiratory Tract Diseases,Disease or Syndrome,2099;6774,ESR1;STAT3,2,0.00816326530612245,FALSE
C0002395,Alzheimer's Disease,CURATED,5/213,101/9703,0.07128905057957961,0.12139421047060132,C10;F03,Nervous System Diseases;Mental Disorders,Disease or Syndrome,2932;2099;7422;627;2041,GSK3B;ESR1;VEGFA;BDNF;EPHA1,5,0.02040816326530612,FALSE
C0003469,Anxiety Disorders,CURATED,3/213,44/9703,0.07171036292459051,0.12172683454426289,F03,Mental Disorders,Mental or Behavioral Dysfunction,6532;3363;6531,SLC6A4;HTR7;SLC6A3,3,0.012244897959183673,FALSE
C0376280,"Anxiety States, Neurotic",CURATED,3/213,44/9703,0.07171036292459051,0.12172683454426289,F03,Mental Disorders,Mental or Behavioral Dysfunction,6532;3363;6531,SLC6A4;HTR7;SLC6A3,3,0.012244897959183673,FALSE
C1279420,Anxiety neurosis (finding),CURATED,3/213,44/9703,0.07171036292459051,0.12172683454426289,F03,Mental Disorders,Mental or Behavioral Dysfunction,6532;3363;6531,SLC6A4;HTR7;SLC6A3,3,0.012244897959183673,FALSE
C0346647,Malignant neoplasm of pancreas,CURATED,5/213,102/9703,0.07369308741489894,0.12496120594173839,C04;C06;C19,Neoplasms;Digestive System Diseases;Endocrine System Diseases,Neoplastic Process,5728;1956;3791;6774;558,PTEN;EGFR;KDR;STAT3;AXL,5,0.02040816326530612,FALSE
C0024302,Reticulosarcoma,CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C0024304,"Lymphoma, Mixed-Cell",CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C0024306,"Lymphoma, Undifferentiated",CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C0079740,High Grade Lymphoma (neoplasm),CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C0079741,"Lymphoma, Intermediate-Grade",CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C0079747,Low Grade Lymphoma (neoplasm),CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C0079757,Diffuse Mixed-Cell Lymphoma,CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C1261473,Sarcoma,CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04,Neoplasms,Neoplastic Process,4193;2324,MDM2;FLT4,2,0.00816326530612245,FALSE
C1800706,Idiopathic Pulmonary Fibrosis,CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C08,Respiratory Tract Diseases,Disease or Syndrome,2099;6774,ESR1;STAT3,2,0.00816326530612245,FALSE
C3714542,"Lymphoma, Diffuse",CURATED,2/213,21/9703,0.07669343471296174,0.12869843249859414,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C0018799,Heart Diseases,CURATED,3/213,46/9703,0.07966558161585834,0.13354728204484137,C14,Cardiovascular Diseases,Disease or Syndrome,7422;3065;8841,VEGFA;HDAC1;HDAC3,3,0.012244897959183673,FALSE
C0003706,Arachnodactyly,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,25,ABL1,1,0.004081632653061225,FALSE
C0004331,Auriculo-Ventricular Dissociation,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Pathologic Function,6336,SCN10A,1,0.004081632653061225,FALSE
C0007847,Malignant tumor of cervix,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C13,Neoplasms;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,2261,FGFR3,1,0.004081632653061225,FALSE
C0008312,Primary biliary cirrhosis,CURATED,3/213,47/9703,0.08378127421738994,0.1354313404532663,C06;C23,"Digestive System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,5970;7297;1432,RELA;TYK2;MAPK14,3,0.012244897959183673,FALSE
C0010398,Cruveilhier-Baumgarten Syndrome,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C06,Digestive System Diseases,Disease or Syndrome,7422,VEGFA,1,0.004081632653061225,FALSE
C0010692,Cystitis,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C12;C13,Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Disease or Syndrome,5970,RELA,1,0.004081632653061225,FALSE
C0017185,Gastrointestinal Neoplasms,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,2064,ERBB2,1,0.004081632653061225,FALSE
C0018794,Heart Block,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,6336,SCN10A,1,0.004081632653061225,FALSE
C0018916,Hemangioma,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0019829,Hodgkin Disease,CURATED,2/213,22/9703,0.08318144303378994,0.1354313404532663,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1017;3702,CDK2;ITK,2,0.00816326530612245,FALSE
C0020074,HSAN Type IV,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4914,NTRK1,1,0.004081632653061225,FALSE
C0020505,Hyperphagia,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C23,"Pathological Conditions, Signs and Symptoms",Finding,4915,NTRK2,1,0.004081632653061225,FALSE
C0026691,Mucocutaneous Lymph Node Syndrome,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C14;C15;C17,Cardiovascular Diseases;Hemic and Lymphatic Diseases;Skin and Connective Tissue Diseases,Disease or Syndrome,640,BLK,1,0.004081632653061225,FALSE
C0027889,Hereditary Sensory and Autonomic Neuropathies,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4914,NTRK1,1,0.004081632653061225,FALSE
C0032578,Polyploidy,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C23,"Pathological Conditions, Signs and Symptoms",Cell or Molecular Dysfunction,1111,CHEK1,1,0.004081632653061225,FALSE
C0035228,Respiratory Hypersensitivity,CURATED,2/213,22/9703,0.08318144303378994,0.1354313404532663,C08;C20,Respiratory Tract Diseases;Immune System Diseases,Pathologic Function,7422;3269,VEGFA;HRH1,2,0.00816326530612245,FALSE
C0038002,Splenomegaly,CURATED,2/213,22/9703,0.08318144303378994,0.1354313404532663,C23,"Pathological Conditions, Signs and Symptoms",Finding,2322;6777,FLT3;STAT5B,2,0.00816326530612245,FALSE
C0039445,Hereditary hemorrhagic telangiectasia,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C14;C15;C16,"Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,94,ACVRL1,1,0.004081632653061225,FALSE
C0079770,"Lymphoma, Small Noncleaved-Cell",CURATED,2/213,22/9703,0.08318144303378994,0.1354313404532663,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,1571;11200,CYP2E1;CHEK2,2,0.00816326530612245,FALSE
C0086405,Hereditary Sensory Radicular Neuropathy,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4914,NTRK1,1,0.004081632653061225,FALSE
C0205788,Histiocytoid hemangioma,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0205789,"Hemangioma, Intramuscular",CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0221357,Brachydactyly,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,9759,HDAC4,1,0.004081632653061225,FALSE
C0242231,Coronary Stenosis,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C14,Cardiovascular Diseases,Disease or Syndrome,3274,HRH2,1,0.004081632653061225,FALSE
C0265529,Plagiocephaly,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,2261,FGFR3,1,0.004081632653061225,FALSE
C0265610,Clinodactyly of fingers,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,25,ABL1,1,0.004081632653061225,FALSE
C0280313,Squamous cell carcinoma of oropharynx,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C07;C09,Neoplasms;Stomatognathic Diseases;Otorhinolaryngologic Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0332890,Congenital hemihypertrophy,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C13;C16;C23,"Female Urogenital Diseases and Pregnancy Complications;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Pathological Conditions, Signs and Symptoms",Congenital Abnormality,5728,PTEN,1,0.004081632653061225,FALSE
C0341106,Eosinophilic esophagitis,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C06;C15;C20,Digestive System Diseases;Hemic and Lymphatic Diseases;Immune System Diseases,Disease or Syndrome,10188,TNK2,1,0.004081632653061225,FALSE
C0345893,Juvenile polyposis syndrome,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C06;C16,"Neoplasms;Digestive System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0376544,Hematopoietic Neoplasms,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C15,Neoplasms;Hemic and Lymphatic Diseases,Neoplastic Process,5243,ABCB1,1,0.004081632653061225,FALSE
C0393547,Bulbospinal Neuronopathy,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C10,Nervous System Diseases,Disease or Syndrome,367,AR,1,0.004081632653061225,FALSE
C0677608,Chorioangioma,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0685938,Malignant neoplasm of gastrointestinal tract,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,2064,ERBB2,1,0.004081632653061225,FALSE
C0752347,Lewy Body Disease,CURATED,2/213,22/9703,0.08318144303378994,0.1354313404532663,C10;F03,Nervous System Diseases;Mental Disorders,Disease or Syndrome,4915;4914,NTRK2;NTRK1,2,0.00816326530612245,FALSE
C1301365,"Systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease",CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,3815,KIT,1,0.004081632653061225,FALSE
C1540912,Hypereosinophilic syndrome,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C15,Hemic and Lymphatic Diseases,Disease or Syndrome,5156,PDGFRA,1,0.004081632653061225,FALSE
C1721096,Brugada ECG Pattern,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Finding,6336,SCN10A,1,0.004081632653061225,FALSE
C1832702,"BRACHYDACTYLY, TYPE A2",CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,658,BMPR1B,1,0.004081632653061225,FALSE
C1837092,"Myasthenic Syndrome, Congenital, with Facial Dysmorphism, associated with Acetylcholine Receptor Deficiency",CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C05;C10;C16,"Musculoskeletal Diseases;Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4593,MUSK,1,0.004081632653061225,FALSE
C1865020,Short QT Syndrome 1,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C14;C16;C23,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,3757,KCNH2,1,0.004081632653061225,FALSE
C1959588,Angioma,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C2752089,"Neuropathy, Hereditary Sensory And Autonomic, Type IIA",CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,6335,SCN9A,1,0.004081632653061225,FALSE
C2931817,Chromosome 2q37 deletion syndrome,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C23,"Pathological Conditions, Signs and Symptoms",Disease or Syndrome,9759,HDAC4,1,0.004081632653061225,FALSE
C3496549,Male Germ Cell Tumor,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C12;C19,Neoplasms;Male Urogenital Diseases;Endocrine System Diseases,Neoplastic Process,3815,KIT,1,0.004081632653061225,FALSE
C3714644,Thymus Neoplasms,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04;C15,Neoplasms;Hemic and Lymphatic Diseases,Neoplastic Process,3815,KIT,1,0.004081632653061225,FALSE
C3887645,Job Syndrome,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C15;C16;C20,"Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Immune System Diseases",Disease or Syndrome,6774,STAT3,1,0.004081632653061225,FALSE
C4011754,"Nevus, Keratinocytic, Nonepidermolytic",CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,C04,Neoplasms,Neoplastic Process,2261,FGFR3,1,0.004081632653061225,FALSE
C4551485,Clinodactyly,CURATED,1/213,4/9703,0.0849798138735223,0.1354313404532663,NA,NA,Congenital Abnormality,25,ABL1,1,0.004081632653061225,FALSE
